1,59362;2,82641;0,06206;2,16470
1,87657;1,84902;2,59973;0,03433
0,17820;0,24881;0,72404;1,13555
0,34652;0,17100;0,97411;0,35660
0,75991;1,03493;2,66429;0,30033
2,77684;2,59015;0,36570;2,72796
2,20350;2,26085;0,66365;0,79569
0,34648;0,99410;1,01893;0,70645
1,67210;1,77965;0,41502;0,99343
1,14531;1,54510;2,69146;2,27457
0,19021;2,12376;1,09358;1,23218
2,12987;0,16149;1,20444;0,07192
1,91533;1,11167;0,33550;2,15517
0,35112;2,16031;0,30643;1,40856
0,57313;0,44709;1,04442;0,08712
0,25347;1,61738;2,80932;0,26036
0,85529;0,79653;1,25495;0,31771
0,13759;1,09818;0,37598;1,39772
2,00970;0,42241;0,62038;0,73926
2,63244;2,66500;0,80794;0,69250
1,33579;0,27565;1,51367;1,80278
0,85944;2,37483;0,34674;1,49011
1,30627;0,44419;2,83219;1,09260
2,99247;1,00539;2,98111;0,57724
2,33297;1,43743;0,98939;0,96022
0,80683;2,38748;1,91671;0,95393
0,95642;2,50922;2,19858;1,50474
2,22895;0,84047;1,50182;0,37721
2,14944;2,68546;0,98258;0,56774
0,53270;1,79023;2,18796;1,13069
2,59498;0,81145;2,10905;2,28462
0,89476;2,92959;0,73592;0,68194
1,65774;2,85033;2,66943;0,49025
0,68776;1,25459;2,96103;1,24941
0,12616;0,63688;1,10268;0,82580
2,57222;2,47340;2,45442;0,25280
0,82296;0,48168;0,15555;2,22246
2,16571;2,09219;2,76045;2,49230
1,64042;1,66646;1,81296;0,99135
0,17864;1,14469;0,53328;1,05873
0,32077;2,89268;1,66279;2,28634
1,75236;0,30093;1,04647;1,44576
2,80063;0,47353;0,26727;1,30093
0,56414;1,66128;0,03830;1,74988
2,11128;1,51149;0,87818;0,59637
1,05161;2,78216;0,90495;0,54993
1,09119;1,08611;1,05320;2,04278
1,28054;0,39691;0,14055;2,51747
